season,week,celebrity_name,fan_votes,judge_total,voting_method,eliminated,estimation_method
17,9,Elizabeth Berkley Lauren,990740.7366262708,28.0,percent,True,ml_ensemble_percent_optimized
17,9,Leah Remini,1674603.1776454987,27.0,percent,False,ml_ensemble_percent_optimized
17,9,Corbin Bleu,2390211.6273343307,29.0,percent,False,ml_ensemble_percent_optimized
17,9,Amber Riley,1658730.162736979,25.5,percent,False,ml_ensemble_percent_optimized
17,9,Bill Engvall,1263888.8931719107,21.0,percent,False,ml_ensemble_percent_optimized
17,9,Jack Osbourne,2021825.402485009,27.0,percent,False,ml_ensemble_percent_optimized
17,10,Leah Remini,1289915.9637484427,32.5,percent,True,ml_ensemble_percent_optimized
17,10,Corbin Bleu,2317927.165381587,37.5,percent,False,ml_ensemble_percent_optimized
17,10,Amber Riley,2827170.8713780404,39.5,percent,False,ml_ensemble_percent_optimized
17,10,Bill Engvall,1266106.4519578554,30.0,percent,False,ml_ensemble_percent_optimized
17,10,Jack Osbourne,2298879.5475340746,35.5,percent,False,ml_ensemble_percent_optimized
17,11,Corbin Bleu,2515160.9206498265,29.6664,percent,False,ml_ensemble_percent_optimized
17,11,Amber Riley,3233867.504158469,31.3332,percent,False,ml_ensemble_percent_optimized
17,11,Bill Engvall,1760068.4186509466,25.4999,percent,True,ml_ensemble_percent_optimized
17,11,Jack Osbourne,2490903.1565407566,27.9999,percent,False,ml_ensemble_percent_optimized
18,1,Billy Dee Williams,363990.7750849659,15.0,percent,False,ml_ensemble_percent_optimized
18,1,Danica McKellar,800639.2100847801,24.0,percent,False,ml_ensemble_percent_optimized
18,1,James Maslow,1114096.2379295386,50.0,percent,False,ml_ensemble_percent_optimized
18,1,Candace Cameron Bure,1217726.4849961612,50.99980000000001,percent,False,ml_ensemble_percent_optimized
18,1,Sean Avery,485321.03344662127,20.0,percent,False,ml_ensemble_percent_optimized
18,1,Diana Nyad,278058.77104227094,18.0,percent,True,ml_ensemble_percent_optimized
18,1,Charlie White,913119.9023831686,27.0,percent,False,ml_ensemble_percent_optimized
18,1,Amy Purdy,1328732.8415245672,53.6666,percent,False,ml_ensemble_percent_optimized
18,1,Meryl Davis,1429414.414567697,54.0,percent,False,ml_ensemble_percent_optimized
18,1,Drew Carey,688158.5153028648,21.0,percent,False,ml_ensemble_percent_optimized
18,1,Cody Simpson,692583.2983344983,22.0,percent,False,ml_ensemble_percent_optimized
18,1,NeNe Leakes,688158.5153028648,21.0,percent,False,ml_ensemble_percent_optimized
18,2,Billy Dee Williams,218199.75232610095,15.0,percent,True,ml_ensemble_percent_optimized
18,2,Danica McKellar,974119.6016377859,24.0,percent,False,ml_ensemble_percent_optimized
18,2,James Maslow,1328172.4296993914,25.0,percent,False,ml_ensemble_percent_optimized
18,2,Candace Cameron Bure,1069368.549933835,21.0,percent,False,ml_ensemble_percent_optimized
18,2,Sean Avery,490664.84859456454,21.0,percent,False,ml_ensemble_percent_optimized
18,2,Charlie White,1212431.7013524668,25.0,percent,False,ml_ensemble_percent_optimized
18,2,Amy Purdy,1321341.8363490994,24.0,percent,False,ml_ensemble_percent_optimized
18,2,Meryl Davis,1443913.1779145317,25.0,percent,False,ml_ensemble_percent_optimized
18,2,Drew Carey,606405.586875597,21.0,percent,False,ml_ensemble_percent_optimized
18,2,Cody Simpson,728976.9284410294,22.0,percent,False,ml_ensemble_percent_optimized
18,2,NeNe Leakes,606405.586875597,21.0,percent,False,ml_ensemble_percent_optimized
18,5,Danica McKellar,1345654.2043385736,39.0,percent,False,ml_ensemble_percent_optimized
18,5,James Maslow,1677627.5771893922,40.0,percent,False,ml_ensemble_percent_optimized
18,5,Candace Cameron Bure,998152.8879359635,35.0,percent,False,ml_ensemble_percent_optimized
18,5,Charlie White,1171903.5560713755,37.0,percent,False,ml_ensemble_percent_optimized
18,5,Amy Purdy,1498700.9212473107,37.0,percent,False,ml_ensemble_percent_optimized
18,5,Meryl Davis,1493524.933440642,36.0,percent,False,ml_ensemble_percent_optimized
18,5,Drew Carey,471724.91559127154,28.0,percent,False,ml_ensemble_percent_optimized
18,5,Cody Simpson,502780.82096491335,34.0,percent,True,ml_ensemble_percent_optimized
18,5,NeNe Leakes,839930.1832205573,36.0,percent,False,ml_ensemble_percent_optimized
18,6,Danica McKellar,1254432.6249018814,36.0,percent,False,ml_ensemble_percent_optimized
18,6,James Maslow,1456855.7992722997,35.0,percent,False,ml_ensemble_percent_optimized
18,6,Candace Cameron Bure,1022458.6294420458,32.0,percent,False,ml_ensemble_percent_optimized
18,6,Charlie White,1254432.6249018814,36.0,percent,False,ml_ensemble_percent_optimized
18,6,Amy Purdy,1682919.6166065014,38.0,percent,False,ml_ensemble_percent_optimized
18,6,Meryl Davis,1903073.2856173916,40.0,percent,False,ml_ensemble_percent_optimized
18,6,Drew Carey,605791.9641863713,32.0,percent,True,ml_ensemble_percent_optimized
18,6,NeNe Leakes,820035.4550716275,33.0,percent,False,ml_ensemble_percent_optimized
18,7,Danica McKellar,1070487.4807001348,36.0,percent,False,ml_ensemble_percent_optimized
18,7,James Maslow,1341677.6535067807,35.0,percent,False,ml_ensemble_percent_optimized
18,7,Candace Cameron Bure,1632630.6582124848,37.0,percent,False,ml_ensemble_percent_optimized
18,7,Charlie White,1067193.6886291,35.5,percent,False,ml_ensemble_percent_optimized
18,7,Amy Purdy,1913702.2271004473,37.5,percent,False,ml_ensemble_percent_optimized
18,7,Meryl Davis,2201361.439735117,39.0,percent,False,ml_ensemble_percent_optimized
18,7,NeNe Leakes,772946.8521159355,33.0,percent,True,ml_ensemble_percent_optimized
18,8,Danica McKellar,974680.4338190237,38.0,percent,True,ml_ensemble_percent_optimized
18,8,James Maslow,1654375.6127228485,36.0,percent,False,ml_ensemble_percent_optimized
18,8,Candace Cameron Bure,1307153.393884878,36.0,percent,False,ml_ensemble_percent_optimized
18,8,Charlie White,2031096.3590391614,40.0,percent,False,ml_ensemble_percent_optimized
18,8,Amy Purdy,2378318.5878112395,40.0,percent,False,ml_ensemble_percent_optimized
18,8,Meryl Davis,1654375.6127228485,36.0,percent,False,ml_ensemble_percent_optimized
18,9,James Maslow,1802176.371582541,38.0,percent,False,ml_ensemble_percent_optimized
18,9,Candace Cameron Bure,1784724.3702487794,36.0,percent,False,ml_ensemble_percent_optimized
18,9,Charlie White,1311980.2859711715,38.0,percent,True,ml_ensemble_percent_optimized
18,9,Amy Purdy,2301098.4379925756,39.0,percent,False,ml_ensemble_percent_optimized
18,9,Meryl Davis,2800020.534204933,40.0,percent,False,ml_ensemble_percent_optimized
18,10,James Maslow,1936664.1221895746,29.0,percent,True,ml_ensemble_percent_optimized
18,10,Candace Cameron Bure,1893056.469914356,25.9998,percent,False,ml_ensemble_percent_optimized
18,10,Amy Purdy,2703928.8489180473,29.666600000000003,percent,False,ml_ensemble_percent_optimized
18,10,Meryl Davis,3466350.558978021,30.0,percent,False,ml_ensemble_percent_optimized
19,1,Antonio Sabato Jr.,511515.2217628806,25.0,percent,False,ml_ensemble_percent_optimized
19,1,Jonathan Bennett,704397.9801584623,30.0,percent,False,ml_ensemble_percent_optimized
19,1,Lea Thompson,799667.0303600717,32.0,percent,False,ml_ensemble_percent_optimized
19,1,Janel Parrish,1066096.282883951,106.9998,percent,False,ml_ensemble_percent_optimized
19,1,Alfonso Ribeiro,1262496.5200063984,113.5,percent,False,ml_ensemble_percent_optimized
19,1,Lolo Jones,232742.0948056762,22.0,percent,True,ml_ensemble_percent_optimized
19,1,Randy Couture,706742.6381508245,31.0,percent,False,ml_ensemble_percent_optimized
19,1,Tommy Chong,860628.3765800699,58.0,percent,False,ml_ensemble_percent_optimized
19,1,Betsey Johnson,409212.17771596945,20.0,percent,False,ml_ensemble_percent_optimized
19,1,Michael Waltrip,602094.9361115508,25.0,percent,False,ml_ensemble_percent_optimized
19,1,Tavis Smiley,520893.8934687597,29.0,percent,False,ml_ensemble_percent_optimized
19,1,Bethany Mota,1159021.1320621446,108.0,percent,False,ml_ensemble_percent_optimized
19,1,Sadie Robertson,1164491.7159332407,110.3332,percent,False,ml_ensemble_percent_optimized
19,2,Antonio Sabato Jr.,829000.1085770644,31.0,percent,False,ml_ensemble_percent_optimized
19,2,Jonathan Bennett,726356.843757427,30.0,percent,False,ml_ensemble_percent_optimized
19,2,Lea Thompson,1043494.7413375817,35.0,percent,False,ml_ensemble_percent_optimized
19,2,Janel Parrish,1234969.1262290997,34.0,percent,False,ml_ensemble_percent_optimized
19,2,Alfonso Ribeiro,1127721.8098488406,32.0,percent,False,ml_ensemble_percent_optimized
19,2,Randy Couture,619109.5174430606,28.0,percent,False,ml_ensemble_percent_optimized
19,2,Tommy Chong,717148.7307020765,28.0,percent,False,ml_ensemble_percent_optimized
19,2,Betsey Johnson,521070.3141181524,28.0,percent,False,ml_ensemble_percent_optimized
19,2,Michael Waltrip,404614.8846825433,24.0,percent,False,ml_ensemble_percent_optimized
19,2,Tavis Smiley,423031.09034745576,28.0,percent,True,ml_ensemble_percent_optimized
19,2,Bethany Mota,1230365.0746684782,33.0,percent,False,ml_ensemble_percent_optimized
19,2,Sadie Robertson,1123117.758288219,31.0,percent,False,ml_ensemble_percent_optimized
19,3,Antonio Sabato Jr.,593542.6299858444,29.0,percent,False,ml_ensemble_percent_optimized
19,3,Jonathan Bennett,836017.437946582,32.0,percent,False,ml_ensemble_percent_optimized
19,3,Lea Thompson,831296.0052617808,31.0,percent,False,ml_ensemble_percent_optimized
19,3,Janel Parrish,1444565.1791578804,40.0,percent,False,ml_ensemble_percent_optimized
19,3,Alfonso Ribeiro,1178483.1879049232,32.0,percent,False,ml_ensemble_percent_optimized
19,3,Randy Couture,351067.8220251066,26.0,percent,True,ml_ensemble_percent_optimized
19,3,Tommy Chong,1073770.8132225187,34.0,percent,False,ml_ensemble_percent_optimized
19,3,Betsey Johnson,593542.6299858444,29.0,percent,False,ml_ensemble_percent_optimized
19,3,Michael Waltrip,474665.93738082255,28.0,percent,False,ml_ensemble_percent_optimized
19,3,Bethany Mota,1444565.1692237735,40.0,percent,False,ml_ensemble_percent_optimized
19,3,Sadie Robertson,1178483.1879049232,32.0,percent,False,ml_ensemble_percent_optimized
19,4,Antonio Sabato Jr.,706597.2291018743,29.0,percent,False,ml_ensemble_percent_optimized
19,4,Jonathan Bennett,541666.6620420287,24.0,percent,False,ml_ensemble_percent_optimized
19,4,Lea Thompson,1175347.2240974756,39.0,percent,False,ml_ensemble_percent_optimized
19,4,Janel Parrish,1298611.1149072049,36.0,percent,False,ml_ensemble_percent_optimized
19,4,Alfonso Ribeiro,1597222.2194875665,40.0,percent,False,ml_ensemble_percent_optimized
19,4,Tommy Chong,840277.7765564981,28.0,percent,False,ml_ensemble_percent_optimized
19,4,Betsey Johnson,567708.3344962897,29.0,percent,True,ml_ensemble_percent_optimized
19,4,Michael Waltrip,546874.99533153,25.0,percent,False,ml_ensemble_percent_optimized
19,4,Bethany Mota,1282986.1051045938,33.0,percent,False,ml_ensemble_percent_optimized
19,4,Sadie Robertson,1442708.3388749382,37.0,percent,False,ml_ensemble_percent_optimized
19,6,Antonio Sabato Jr.,659271.8962537446,28.0,percent,False,ml_ensemble_percent_optimized
19,6,Jonathan Bennett,682025.0296220317,32.0,percent,True,ml_ensemble_percent_optimized
19,6,Lea Thompson,1015358.3622221479,32.0,percent,False,ml_ensemble_percent_optimized
19,6,Janel Parrish,1354379.9787390456,33.0,percent,False,ml_ensemble_percent_optimized
19,6,Alfonso Ribeiro,1721843.004385714,39.0,percent,False,ml_ensemble_percent_optimized
19,6,Tommy Chong,825938.5794937881,28.0,percent,False,ml_ensemble_percent_optimized
19,6,Michael Waltrip,670648.45593201,30.0,percent,False,ml_ensemble_percent_optimized
19,6,Bethany Mota,1538111.4915623798,36.0,percent,False,ml_ensemble_percent_optimized
19,6,Sadie Robertson,1532423.2017891395,35.0,percent,False,ml_ensemble_percent_optimized
19,7,Antonio Sabato Jr.,628796.3667163261,29.5,percent,True,ml_ensemble_percent_optimized
19,7,Lea Thompson,1322152.0781443317,35.0,percent,False,ml_ensemble_percent_optimized
19,7,Janel Parrish,1531779.145412585,33.5,percent,False,ml_ensemble_percent_optimized
19,7,Alfonso Ribeiro,1754301.1415518238,34.0,percent,False,ml_ensemble_percent_optimized
19,7,Tommy Chong,851318.3473331744,30.0,percent,False,ml_ensemble_percent_optimized
19,7,Michael Waltrip,619125.1793759647,28.0,percent,False,ml_ensemble_percent_optimized
19,7,Bethany Mota,1996165.4813270038,37.5,percent,False,ml_ensemble_percent_optimized
19,7,Sadie Robertson,1296362.2601387906,31.0,percent,False,ml_ensemble_percent_optimized
19,8,Lea Thompson,972629.5180581363,32.0,percent,False,ml_ensemble_percent_optimized
19,8,Janel Parrish,2056655.2619699303,43.0,percent,False,ml_ensemble_percent_optimized
19,8,Alfonso Ribeiro,2043214.3996379129,41.0,percent,False,ml_ensemble_percent_optimized
19,8,Tommy Chong,952468.232010691,29.0,percent,False,ml_ensemble_percent_optimized
19,8,Michael Waltrip,673061.25645435,25.0,percent,True,ml_ensemble_percent_optimized
19,8,Bethany Mota,1783968.720063125,40.0,percent,False,ml_ensemble_percent_optimized
19,8,Sadie Robertson,1518002.6118058548,38.0,percent,False,ml_ensemble_percent_optimized
19,9,Lea Thompson,939252.328986555,35.0,percent,True,ml_ensemble_percent_optimized
19,9,Janel Parrish,2299844.2260197937,38.5,percent,False,ml_ensemble_percent_optimized
19,9,Alfonso Ribeiro,2299844.226019793,38.5,percent,False,ml_ensemble_percent_optimized
19,9,Tommy Chong,888629.3034233304,28.5,percent,False,ml_ensemble_percent_optimized
19,9,Bethany Mota,1954828.6666858303,37.0,percent,False,ml_ensemble_percent_optimized
19,9,Sadie Robertson,1617601.2488646975,36.5,percent,False,ml_ensemble_percent_optimized
19,10,Janel Parrish,2670979.194240294,39.0,percent,False,ml_ensemble_percent_optimized
19,10,Alfonso Ribeiro,2194317.606871639,37.5,percent,False,ml_ensemble_percent_optimized
19,10,Tommy Chong,1209030.9451824662,31.0,percent,True,ml_ensemble_percent_optimized
19,10,Bethany Mota,2198883.819293334,38.0,percent,False,ml_ensemble_percent_optimized
19,10,Sadie Robertson,1726788.4344122666,37.0,percent,False,ml_ensemble_percent_optimized
19,11,Janel Parrish,2499110.3435503016,38.99980000000001,percent,False,ml_ensemble_percent_optimized
19,11,Alfonso Ribeiro,3204217.922413879,40.0,percent,False,ml_ensemble_percent_optimized
19,11,Bethany Mota,1794007.0264188496,38.0,percent,True,ml_ensemble_percent_optimized
19,11,Sadie Robertson,2502664.707616969,39.333200000000005,percent,False,ml_ensemble_percent_optimized
20,2,Suzanne Somers,709198.7059364289,28.0,percent,False,ml_ensemble_percent_optimized
20,2,Willow Shields,1015767.3350569416,32.0,percent,False,ml_ensemble_percent_optimized
20,2,Riker Lynch,1303123.6587438025,32.0,percent,False,ml_ensemble_percent_optimized
20,2,Rumer Willis,1303123.6587438025,32.0,percent,False,ml_ensemble_percent_optimized
20,2,Nastia Liukin,1216944.3735430446,34.0,percent,False,ml_ensemble_percent_optimized
20,2,Michael Sam,709198.7059364289,28.0,percent,False,ml_ensemble_percent_optimized
20,2,Robert Herjavec,804984.1537881207,28.0,percent,False,ml_ensemble_percent_optimized
20,2,Charlotte McKinney,412236.23946684954,26.0,percent,False,ml_ensemble_percent_optimized
20,2,Noah Galloway,895966.5203143455,27.0,percent,False,ml_ensemble_percent_optimized
20,2,Redfoo,436251.62210617145,31.0,percent,True,ml_ensemble_percent_optimized
20,2,Patti LaBelle,709198.7059364289,28.0,percent,False,ml_ensemble_percent_optimized
20,2,Chris Soules,484006.3204276368,21.0,percent,False,ml_ensemble_percent_optimized
20,3,Suzanne Somers,609310.8265099672,25.0,percent,False,ml_ensemble_percent_optimized
20,3,Willow Shields,1003727.372868217,32.0,percent,False,ml_ensemble_percent_optimized
20,3,Riker Lynch,1490567.4658432985,34.0,percent,False,ml_ensemble_percent_optimized
20,3,Rumer Willis,1366195.0446644495,33.0,percent,False,ml_ensemble_percent_optimized
20,3,Nastia Liukin,1371519.8554357677,34.0,percent,False,ml_ensemble_percent_optimized
20,3,Michael Sam,603985.9958704339,24.0,percent,False,ml_ensemble_percent_optimized
20,3,Robert Herjavec,868705.3102785164,29.0,percent,False,ml_ensemble_percent_optimized
20,3,Charlotte McKinney,355241.1336445209,22.0,percent,True,ml_ensemble_percent_optimized
20,3,Noah Galloway,1112125.361733111,30.0,percent,False,ml_ensemble_percent_optimized
20,3,Patti LaBelle,474288.75398615905,22.0,percent,False,ml_ensemble_percent_optimized
20,3,Chris Soules,744332.87916556,28.0,percent,False,ml_ensemble_percent_optimized
20,4,Suzanne Somers,553425.798514618,28.0,percent,False,ml_ensemble_percent_optimized
20,4,Willow Shields,1292896.1721920029,39.0,percent,False,ml_ensemble_percent_optimized
20,4,Riker Lynch,1403867.1642422515,34.0,percent,False,ml_ensemble_percent_optimized
20,4,Rumer Willis,1545607.3951748929,35.0,percent,False,ml_ensemble_percent_optimized
20,4,Nastia Liukin,1277511.5577178602,36.0,percent,False,ml_ensemble_percent_optimized
20,4,Michael Sam,563682.2164281969,30.0,percent,True,ml_ensemble_percent_optimized
20,4,Robert Herjavec,994031.1157207924,34.0,percent,False,ml_ensemble_percent_optimized
20,4,Noah Galloway,1120386.7222451835,32.0,percent,False,ml_ensemble_percent_optimized
20,4,Patti LaBelle,700294.2541401888,30.0,percent,False,ml_ensemble_percent_optimized
20,4,Chris Soules,548297.6036240114,27.0,percent,False,ml_ensemble_percent_optimized
20,5,Suzanne Somers,685733.2118012527,28.0,percent,True,ml_ensemble_percent_optimized
20,5,Willow Shields,1241902.2380585691,34.0,percent,False,ml_ensemble_percent_optimized
20,5,Riker Lynch,1786292.6974868665,38.0,percent,False,ml_ensemble_percent_optimized
20,5,Rumer Willis,1792181.9741973944,39.0,percent,False,ml_ensemble_percent_optimized
20,5,Nastia Liukin,1439070.4756748877,38.0,percent,False,ml_ensemble_percent_optimized
20,5,Robert Herjavec,662176.0885647801,24.0,percent,False,ml_ensemble_percent_optimized
20,5,Noah Galloway,1032955.4370870878,28.0,percent,False,ml_ensemble_percent_optimized
20,5,Patti LaBelle,679843.9385645802,27.0,percent,False,ml_ensemble_percent_optimized
20,5,Chris Soules,679843.9385645802,27.0,percent,False,ml_ensemble_percent_optimized
20,6,Willow Shields,1256625.441177286,36.5,percent,False,ml_ensemble_percent_optimized
20,6,Riker Lynch,1890459.3667406433,38.0,percent,False,ml_ensemble_percent_optimized
20,6,Rumer Willis,1667402.8217333767,35.5,percent,False,ml_ensemble_percent_optimized
20,6,Nastia Liukin,1464958.7747380438,36.5,percent,False,ml_ensemble_percent_optimized
20,6,Robert Herjavec,822290.9242936026,33.5,percent,False,ml_ensemble_percent_optimized
20,6,Noah Galloway,1241902.2396648847,34.0,percent,False,ml_ensemble_percent_optimized
20,6,Patti LaBelle,616902.238982611,34.0,percent,True,ml_ensemble_percent_optimized
20,6,Chris Soules,1039458.1926695517,35.0,percent,False,ml_ensemble_percent_optimized
20,7,Willow Shields,1037155.5004775501,39.0,percent,True,ml_ensemble_percent_optimized
20,7,Riker Lynch,1805282.1504973236,37.0,percent,False,ml_ensemble_percent_optimized
20,7,Rumer Willis,1805282.1504973238,37.0,percent,False,ml_ensemble_percent_optimized
20,7,Nastia Liukin,1831528.857920736,41.0,percent,False,ml_ensemble_percent_optimized
20,7,Robert Herjavec,984662.0955514723,31.0,percent,False,ml_ensemble_percent_optimized
20,7,Noah Galloway,1551427.149504122,38.0,percent,False,ml_ensemble_percent_optimized
20,7,Chris Soules,984662.0955514722,31.0,percent,False,ml_ensemble_percent_optimized
20,8,Riker Lynch,2390661.938872737,39.0,percent,False,ml_ensemble_percent_optimized
20,8,Rumer Willis,2398542.1601209976,40.0,percent,False,ml_ensemble_percent_optimized
20,8,Nastia Liukin,1688337.2676488003,38.0,percent,False,ml_ensemble_percent_optimized
20,8,Robert Herjavec,938731.2788694125,31.0,percent,True,ml_ensemble_percent_optimized
20,8,Noah Galloway,1289893.619448435,31.5,percent,False,ml_ensemble_percent_optimized
20,8,Chris Soules,1293833.735039619,32.0,percent,False,ml_ensemble_percent_optimized
20,9,Riker Lynch,3202406.223665957,40.0,percent,False,ml_ensemble_percent_optimized
20,9,Rumer Willis,2497346.0783772767,39.0,percent,False,ml_ensemble_percent_optimized
20,9,Nastia Liukin,1813517.3358727058,40.0,percent,True,ml_ensemble_percent_optimized
20,9,Noah Galloway,2486730.3620840604,38.0,percent,False,ml_ensemble_percent_optimized
20,10,Riker Lynch,2955665.02507144,40.0,percent,True,ml_ensemble_percent_optimized
20,10,Rumer Willis,4146141.215548303,40.0,percent,False,ml_ensemble_percent_optimized
20,10,Noah Galloway,2898193.759380257,36.0,percent,False,ml_ensemble_percent_optimized
21,1,Gary Busey,561591.5530678884,15.0,percent,False,ml_ensemble_percent_optimized
21,1,Alexa PenaVega,755640.3394841928,22.0,percent,False,ml_ensemble_percent_optimized
21,1,Carlos PenaVega,1224856.9009187024,84.5,percent,True,ml_ensemble_percent_optimized
21,1,Victor Espinoza,476557.5485420526,15.0,percent,False,ml_ensemble_percent_optimized
21,1,Alek Skarlatos,1119267.5255349104,78.4999,percent,False,ml_ensemble_percent_optimized
21,1,Chaka Khan,384671.87063407555,13.0,percent,False,ml_ensemble_percent_optimized
21,1,Andy Grammer,667180.5777401492,21.0,percent,False,ml_ensemble_percent_optimized
21,1,Tamar Braxton,759066.2556481264,23.0,percent,False,ml_ensemble_percent_optimized
21,1,Nick Carter,1212866.479416305,81.0,percent,False,ml_ensemble_percent_optimized
21,1,Hayes Grier,582146.5732143143,21.0,percent,False,ml_ensemble_percent_optimized
21,1,Bindi Irwin,1313316.7887883913,85.5,percent,False,ml_ensemble_percent_optimized
21,1,Kim Zolciak-Biermann,381246.0339430044,12.0,percent,False,ml_ensemble_percent_optimized
21,1,Paula Deen,561591.5530678874,15.0,percent,False,ml_ensemble_percent_optimized
21,2,Gary Busey,362080.2577020343,16.5,percent,False,ml_ensemble_percent_optimized
21,2,Alexa PenaVega,922962.8862984627,23.0,percent,False,ml_ensemble_percent_optimized
21,2,Carlos PenaVega,1180298.832551532,22.5,percent,False,ml_ensemble_percent_optimized
21,2,Victor Espinoza,374403.1093423438,18.5,percent,True,ml_ensemble_percent_optimized
21,2,Alek Skarlatos,1006687.7245565841,22.5,percent,False,ml_ensemble_percent_optimized
21,2,Chaka Khan,266032.5664206098,15.0,percent,False,ml_ensemble_percent_optimized
21,2,Andy Grammer,656384.782893228,22.0,percent,False,ml_ensemble_percent_optimized
21,2,Tamar Braxton,1019010.5775798874,24.5,percent,False,ml_ensemble_percent_optimized
21,2,Nick Carter,1093493.2785540577,22.5,percent,False,ml_ensemble_percent_optimized
21,2,Hayes Grier,833076.6066275284,22.5,percent,False,ml_ensemble_percent_optimized
21,2,Bindi Irwin,1276346.5138988488,24.0,percent,False,ml_ensemble_percent_optimized
21,2,Kim Zolciak-Biermann,461208.65478870407,18.5,percent,False,ml_ensemble_percent_optimized
21,2,Paula Deen,548014.208786178,18.5,percent,False,ml_ensemble_percent_optimized
21,4,Gary Busey,386218.3979103416,16.0,percent,True,ml_ensemble_percent_optimized
21,4,Alexa PenaVega,694753.1729778846,21.0,percent,False,ml_ensemble_percent_optimized
21,4,Carlos PenaVega,1269449.8417190125,25.0,percent,False,ml_ensemble_percent_optimized
21,4,Alek Skarlatos,1125775.679500784,24.0,percent,False,ml_ensemble_percent_optimized
21,4,Andy Grammer,708877.4667758708,23.0,percent,False,ml_ensemble_percent_optimized
21,4,Tamar Braxton,1146962.1201977632,27.0,percent,False,ml_ensemble_percent_optimized
21,4,Nick Carter,1556798.1860236835,27.0,percent,False,ml_ensemble_percent_optimized
21,4,Hayes Grier,1010350.0949444206,27.0,percent,False,ml_ensemble_percent_optimized
21,4,Bindi Irwin,1563860.3329226763,28.0,percent,False,ml_ensemble_percent_optimized
21,4,Paula Deen,536954.7070275629,18.0,percent,False,ml_ensemble_percent_optimized
21,6,Alexa PenaVega,659744.4100533634,30.0,percent,False,ml_ensemble_percent_optimized
21,6,Carlos PenaVega,1369009.582053563,38.0,percent,False,ml_ensemble_percent_optimized
21,6,Alek Skarlatos,993077.7385323744,30.0,percent,False,ml_ensemble_percent_optimized
21,6,Andy Grammer,1212992.544091075,40.0,percent,False,ml_ensemble_percent_optimized
21,6,Tamar Braxton,1379659.2132976344,40.0,percent,False,ml_ensemble_percent_optimized
21,6,Nick Carter,1541001.0718492111,39.0,percent,False,ml_ensemble_percent_optimized
21,6,Hayes Grier,670394.0313633273,32.0,percent,False,ml_ensemble_percent_optimized
21,6,Bindi Irwin,1712992.541776645,40.0,percent,False,ml_ensemble_percent_optimized
21,6,Paula Deen,461128.8669828053,24.0,percent,True,ml_ensemble_percent_optimized
21,7,Alexa PenaVega,1040723.9740913666,27.5,percent,False,ml_ensemble_percent_optimized
21,7,Carlos PenaVega,1669494.7099039436,28.0,percent,False,ml_ensemble_percent_optimized
21,7,Alek Skarlatos,1033182.4963070301,26.5,percent,False,ml_ensemble_percent_optimized
21,7,Andy Grammer,1252828.0585358145,28.0,percent,False,ml_ensemble_percent_optimized
21,7,Tamar Braxton,828619.9095151341,27.0,percent,False,ml_ensemble_percent_optimized
21,7,Nick Carter,1453619.91636965,27.0,percent,False,ml_ensemble_percent_optimized
21,7,Hayes Grier,836161.3921023939,28.0,percent,True,ml_ensemble_percent_optimized
21,7,Bindi Irwin,1885369.5431746673,29.0,percent,False,ml_ensemble_percent_optimized
21,8,Alexa PenaVega,1013207.7681536834,26.9998,percent,False,ml_ensemble_percent_optimized
21,8,Carlos PenaVega,1811639.9485825165,28.9998,percent,False,ml_ensemble_percent_optimized
21,8,Alek Skarlatos,1256443.9617846047,25.0,percent,False,ml_ensemble_percent_optimized
21,8,Andy Grammer,727017.814828375,23.9998,percent,True,ml_ensemble_percent_optimized
21,8,Tamar Braxton,1282217.2388274905,28.0,percent,False,ml_ensemble_percent_optimized
21,8,Nick Carter,2106422.6962992093,33.0,percent,False,ml_ensemble_percent_optimized
21,8,Bindi Irwin,1803050.5715241204,28.0,percent,False,ml_ensemble_percent_optimized
21,9,Alexa PenaVega,1061527.114955494,30.0,percent,True,ml_ensemble_percent_optimized
21,9,Carlos PenaVega,1788707.7368239083,27.0,percent,False,ml_ensemble_percent_optimized
21,9,Alek Skarlatos,1394722.3220659923,25.5,percent,False,ml_ensemble_percent_optimized
21,9,Tamar Braxton,1005802.7063831127,24.5,percent,False,ml_ensemble_percent_optimized
21,9,Nick Carter,2172561.473958887,27.5,percent,False,ml_ensemble_percent_optimized
21,9,Bindi Irwin,2576678.6458126055,30.0,percent,False,ml_ensemble_percent_optimized
21,11,Carlos PenaVega,1938880.6932664905,30.0,percent,True,ml_ensemble_percent_optimized
21,11,Alek Skarlatos,1910630.6542314359,27.9999,percent,False,ml_ensemble_percent_optimized
21,11,Nick Carter,2696456.4355217447,30.0,percent,False,ml_ensemble_percent_optimized
21,11,Bindi Irwin,3454032.2169803306,30.0,percent,False,ml_ensemble_percent_optimized
22,2,Mischa Barton,306735.4159711636,15.0,percent,False,ml_ensemble_percent_optimized
22,2,Kim Fields,535787.2136233707,19.0,percent,False,ml_ensemble_percent_optimized
22,2,Jodie Sweetin,951517.9365940125,21.0,percent,False,ml_ensemble_percent_optimized
22,2,Doug Flutie,643250.9703718814,20.0,percent,False,ml_ensemble_percent_optimized
22,2,Von Miller,844054.1798455018,20.0,percent,False,ml_ensemble_percent_optimized
22,2,Antonio Brown,636188.8233272346,19.0,percent,False,ml_ensemble_percent_optimized
22,2,Paige VanZant,1374310.8066093007,24.0,percent,False,ml_ensemble_percent_optimized
